dialog_key,context,response
MOVDIC-010985,"And you're saying the coffin is buried?
I think so. It's...it's hot in here. I can't breathe.
Do you know your location, sir?
I told you, I don't know.
Iraq?","Yes. I'm a truck driver, an American. I work for CRT."
TPCCHT-004886,"hi , how are you ? what do you think of this planet of ours ?
hey there i love our planet . earth is so awesome , it just makes me sad that 80 % of our national forests have been destroyed though
we are destroying our home . we have one planet at the moment . i think that forest are hard to produce .
yes i think so . we are also running out of helium . it ' s very scary to be a human in this day and age i think
i think we can get helium from other sources like fusion reactors . i don ' t know .
well i hope so , humans have not been on this earth for very long though , if the entire history of earth were 24 hours humans would only take up about 60 seconds
we are recent arrivals . i think we are using the place as if we own it . not really . we ' ll be here for a little bit .","what ' s interesting though is that when earth was formed a day was only about 6 hours long , now it ' s 24 hours , i wonder if the days will keep getting longer"
METALW-033024,"Hello how may I help you?
Do you know who the tallest person in the world is?
let me clarify is it the tallest living person or the tallest person of all time ?
The tallest living person.",let me check
MOVDIC-044550,"Are they all crazies?
No.
Oh, just those guys dressed in white?
No, miss, it's the other way around.
Well, you could've fooled me.
Whadaya doin', there's no one there!
I saw 'em! I saw 'em.
Mack, get back here!
Gimme the ball!
Time out!",Time out!
DECODE-012024,So my cat of 10 years past away last night. I dont know what to do,oh no. I'm sorry to hear that.
HOLLED-008480,"What do you think about the characters in this movie?
My favorite character was Dr. Jane Foster because I like representation of intelligent and accomplished women in media.
My favorite was Loki.
The scene where Laufey goes to Odin's bed chamber and, as he prepares to kill the Norse god, Loki kills Laufey to appear to be the hero was amazing.","Aside from the acting, I was also impressed by the directing."
METALW-032380,"Hello how may I help you?
Hey there, I'd like to know who the tallest person in the world is
The tallest person or tallest person of all time?
The tallest person currently living
That would be sultan kosen",I see. How tall is he?
METALW-021686,"Hello how may I help you?
Yes I need info",Sure
WOWIKI-005345,"Hi, I am on a ketogenic diet, have you ever heard of this type of diet?
I have! I heard it forces the body to burn fat instead of carbs.
That is correct, primarily this diet is used to treat epilepsy in children but my doctor recommended it to me because of my medical condition.
Ketone bodies pass into the brain as an energy source for it.
That is interesting, this diet was originally developed to replace fasting as a treatment for epilepsy.
I did not know that. Ketosis is a result of the diet and cuts down on epileptic events.
Yes, I have also heard that the diet has had good results in reducing seizures. The Ketogenic diet is considered a medical nutrition therapy.","Yes, it is wonderful for cutting down on seizures and epilepsy and those events."
MOVDIC-024964,"Caesar.
Read this.
I never acquired the art, sir.
Of course. No matter. In this letter I denote my intention to nominate you to stand for the Emperorship after my death.
My son is not a moral man. You have known this since you were young. He cannot rule.
Caesar, I am honored but --
For twenty years I have been spilling blood. For twenty years I have written philosophy and ruminated and conquered. Since I became Caesar I have only had four years without war. Four years of peace in twenty. So perhaps I can be... forgiven.
While I have been fighting, Rome has grown mad and corpulent and diseased. I did this. And now I shall make it right.
Sire, you brought the light of the Gods to barbarian darkness. You brought civilization and justice to the farthest --
I have brought the sword -- nothing more! Rome is far away and we shouldn't be here. What matter is it to the Gods if we subdue one more tribe of Parthians or Gauls? What matter is it to Rome if a thousand more barbarians bend to our lash? A beat. Marcus sits. He doesn't look at Maximus.","Winter, Maximus. It's winter now..."
METALW-002703,"Hello how may I help you?
need some time zone answers
Sure, what can I help with?
what is the time in vancouver when its midnight in St. Petersburg
3pm
okay that helps me. What time zone is Vancouver in?
Pacific
Awesome. What time is it there now?",6:36am
TPCCHT-004231,"i do not know . i wish i did . the article doesn ' t tell me . what did you think of the date lab article ?
i thought it was an interesting concept . do you think the people really liked each other ?
kind of , i suppose . the eric dude was moving away and talia wasn ' t ready to settle down .
yes they both seemed to be at times in their lives when it just "" wasn ' t right "" . how do you think they each rated the date ?
i would have said a 3 . what do you think ?
it says they both rated it a 4 . would you let your professor hook you up with someone ?
i think not . i thought it was interesting that he thought that finding that job hunting was similar to finding a partner .
i can see the similarities . i like the idea of the professor ' s book - comparing economics to online dating . what do you think of that ?
well , ' positive assortative matching ' sounded like it would be a good idea . but , people still make their own decisions .
that ' s true , and positive assortative matching kind of goes against the old adage of "" opposites attract """,i never considered that it costs so much to travel across japan by highway . i can ' t imagine having to do that here .
